0.275000	0.100000	0.720000	0.100000	0.300000	2
0.245000	0.100000	0.710000	0.260000	0.200000	1
0.295000	0.200000	0.860000	0.440000	0.280000	2
0.320000	0.120000	0.790000	0.760000	0.240000	2
0.295000	0.250000	0.260000	0.120000	0.670000	4
0.315000	0.320000	0.290000	0.290000	0.620000	4
0.250000	0.290000	0.150000	0.480000	0.260000	2
0.270000	0.100000	0.100000	0.700000	0.250000	2
0.248000	0.300000	0.310000	0.200000	0.030000	1
0.325000	0.250000	0.380000	0.310000	0.790000	3
0.270000	0.310000	0.320000	0.410000	0.280000	2
0.290000	0.290000	0.400000	0.780000	0.180000	2
0.290000	0.300000	0.520000	0.090000	0.670000	4
0.258000	0.280000	0.640000	0.290000	0.560000	4
0.320000	0.255000	0.550000	0.780000	0.340000	4
0.251000	0.265000	0.570000	0.600000	0.090000	1
0.288000	0.310000	0.790000	0.230000	0.240000	2
0.323000	0.320000	0.890000	0.320000	0.800000	3
0.255000	0.305000	0.860000	0.620000	0.150000	2
0.295000	0.250000	0.730000	0.770000	0.190000	2
0.258000	0.250000	0.295000	0.330000	0.770000	3
0.290000	0.250000	0.290000	0.290000	0.570000	4
0.243000	0.270000	0.080000	0.420000	0.290000	2
0.270000	0.280000	0.180000	0.480000	0.260000	2
0.299000	0.320000	0.310000	0.330000	0.870000	3
0.300000	0.270000	0.310000	0.310000	0.540000	4
0.245000	0.260000	0.380000	0.490000	0.270000	2
0.295000	0.290000	0.310000	0.760000	0.100000	2
0.290000	0.300000	0.560000	0.250000	0.670000	4
0.260000	0.280000	0.600000	0.290000	0.590000	4
0.305000	0.255000	0.630000	0.400000	0.540000	4
0.320000	0.270000	0.520000	0.810000	0.300000	4
0.299000	0.295000	0.800000	0.370000	0.840000	3
0.276000	0.255000	0.810000	0.270000	0.330000	2
0.258000	0.310000	0.880000	0.400000	0.300000	2
0.320000	0.280000	0.720000	0.890000	0.580000	3
0.329000	0.550000	0.020000	0.400000	0.790000	3
0.295000	0.590000	0.290000	0.310000	0.550000	4
0.285000	0.640000	0.180000	0.610000	0.450000	4
0.265000	0.600000	0.280000	0.660000	0.070000	1
0.315000	0.690000	0.280000	0.800000	0.700000	3
0.280000	0.780000	0.440000	0.170000	0.660000	4
0.325000	0.610000	0.460000	0.320000	0.810000	3
0.280000	0.650000	0.400000	0.650000	0.130000	2
0.255000	0.750000	0.350000	0.720000	0.250000	2
0.305000	0.550000	0.500000	0.110000	0.333000	2
0.300000	0.850000	0.540000	0.250000	0.830000	4
0.325000	0.900000	0.520000	0.490000	0.760000	3
0.312000	0.800000	0.670000	0.920000	0.500000	3
0.299000	0.700000	0.950000	0.220000	0.660000	3
0.265000	0.760000	0.800000	0.280000	0.280000	2
0.255000	0.720000	0.720000	0.630000	0.140000	2
0.295000	0.600000	0.720000	0.880000	0.280000	4
0.390000	0.050000	0.020000	0.060000	0.340000	2
0.400000	0.180000	0.260000	0.260000	0.670000	4
0.450000	0.040000	0.180000	0.550000	0.070000	1
0.480000	0.120000	0.280000	0.700000	0.710000	3
0.400000	0.120000	0.410000	0.100000	0.650000	4
0.410000	0.180000	0.330000	0.310000	0.500000	4
0.380000	0.100000	0.400000	0.480000	0.260000	2
0.370000	0.060000	0.320000	0.780000	0.100000	2
0.410000	0.090000	0.580000	0.180000	0.580000	4
0.380000	0.010000	0.530000	0.270000	0.300000	2
0.330000	0.040000	0.500000	0.550000	0.100000	1
0.420000	0.150000	0.660000	0.780000	0.400000	4
0.440000	0.080000	0.800000	0.220000	0.560000	4
0.390000	0.150000	0.810000	0.220000	0.290000	2
0.420000	0.210000	0.870000	0.560000	0.480000	4
0.460000	0.200000	0.760000	0.950000	0.650000	3
0.365000	0.243000	0.190000	0.240000	0.350000	2
0.330000	0.270000	0.200000	0.330000	0.100000	1
0.345000	0.299000	0.100000	0.640000	0.130000	2
0.480000	0.300000	0.150000	0.650000	0.770000	3
0.490000	0.245000	0.380000	0.140000	0.860000	3
0.334000	0.295000	0.330000	0.320000	0.300000	2
0.360000	0.290000	0.370000	0.480000	0.130000	1
0.390000	0.260000	0.390000	0.770000	0.140000	2
0.430000	0.305000	0.510000	0.090000	0.640000	4
0.440000	0.320000	0.550000	0.330000	0.520000	4
0.450000	0.299000	0.630000	0.360000	0.510000	4
0.495000	0.276000	0.580000	0.770000	0.830000	3
0.465000	0.258000	0.730000	0.180000	0.590000	4
0.475000	0.320000	0.790000	0.310000	0.540000	4
0.348000	0.329000	0.830000	0.610000	0.180000	2
0.385000	0.260000	0.760000	0.840000	0.300000	4
0.445000	0.390000	0.020000	0.240000	0.880000	3
0.430000	0.450000	0.270000	0.270000	0.890000	3
0.330000	0.340000	0.100000	0.490000	0.120000	1
0.400000	0.330000	0.120000	0.300000	0.900000	3
0.340000	0.400000	0.380000	0.200000	0.610000	4
0.380000	0.360000	0.460000	0.490000	0.780000	3
0.350000	0.380000	0.320000	0.600000	0.160000	2
0.410000	0.490000	0.340000	0.210000	0.920000	3
0.420000	0.360000	0.630000	0.040000	0.250000	2
0.430000	0.380000	0.620000	0.330000	0.490000	4
0.440000	0.330000	0.590000	0.530000	0.850000	3
0.400000	0.420000	0.580000	0.750000	0.160000	2
0.460000	0.440000	0.890000	0.120000	0.660000	4
0.380000	0.390000	0.790000	0.330000	0.300000	2
0.390000	0.420000	0.830000	0.650000	0.190000	2
0.490000	0.340000	0.880000	0.750000	0.710000	3
0.460000	0.640000	0.220000	0.220000	0.600000	4
0.440000	0.550000	0.110000	0.260000	0.830000	3
0.365000	0.680000	0.100000	0.630000	0.180000	2
0.450000	0.650000	0.190000	0.990000	0.550000	3
0.460000	0.780000	0.380000	0.240000	0.890000	3
0.370000	0.550000	0.410000	0.290000	0.300000	2
0.380000	0.590000	0.310000	0.620000	0.200000	2
0.490000	0.640000	0.340000	0.780000	0.210000	2
0.495000	0.820000	0.670000	0.010000	0.930000	3
0.440000	0.690000	0.610000	0.290000	0.570000	4
0.365000	0.570000	0.590000	0.550000	0.250000	2
0.490000	0.900000	0.520000	0.900000	0.470000	3
0.445000	0.700000	0.820000	0.160000	0.640000	4
0.420000	0.700000	0.720000	0.300000	0.800000	3
0.370000	0.600000	0.770000	0.400000	0.500000	4
0.400000	0.610000	0.710000	0.880000	0.670000	3
0.600000	0.140000	0.220000	0.110000	0.660000	4
0.550000	0.100000	0.270000	0.250000	0.290000	2
0.680000	0.190000	0.190000	0.480000	0.100000	1
0.730000	0.200000	0.070000	0.720000	0.260000	2
0.780000	0.150000	0.380000	0.180000	0.630000	4
0.550000	0.100000	0.340000	0.300000	0.100000	1
0.590000	0.180000	0.310000	0.550000	0.090000	1
0.640000	0.090000	0.330000	0.650000	0.500000	4
0.600000	0.190000	0.550000	0.080000	0.100000	1
0.690000	0.020000	0.620000	0.300000	0.290000	2
0.780000	0.210000	0.680000	0.650000	0.750000	3
0.620000	0.140000	0.520000	0.810000	0.150000	2
0.700000	0.180000	0.880000	0.090000	0.660000	4
0.750000	0.015000	0.780000	0.310000	0.530000	4
0.550000	0.170000	0.710000	0.480000	0.110000	1
0.850000	0.050000	0.910000	0.800000	0.680000	3
0.780000	0.270000	0.130000	0.140000	0.620000	4
0.800000	0.290000	0.060000	0.310000	0.510000	4
0.900000	0.260000	0.190000	0.580000	0.790000	3
0.760000	0.258000	0.070000	0.830000	0.340000	4
0.720000	0.320000	0.480000	0.200000	0.600000	4
0.600000	0.251000	0.390000	0.290000	0.300000	2
0.520000	0.288000	0.320000	0.500000	0.300000	2
0.600000	0.310000	0.310000	0.870000	0.580000	3
0.510000	0.255000	0.550000	0.170000	0.640000	4
0.580000	0.295000	0.620000	0.280000	0.300000	2
0.610000	0.258000	0.560000	0.620000	0.240000	2
0.770000	0.267000	0.590000	0.780000	0.280000	4
0.790000	0.280000	0.880000	0.200000	0.660000	4
0.680000	0.270000	0.780000	0.310000	0.570000	4
0.580000	0.299000	0.730000	0.630000	0.210000	2
0.770000	0.290000	0.740000	0.820000	0.680000	3
0.710000	0.475000	0.130000	0.230000	0.590000	4
0.580000	0.348000	0.060000	0.290000	0.310000	2
0.880000	0.335000	0.190000	0.550000	0.780000	3
0.990000	0.490000	0.070000	0.700000	0.690000	3
0.730000	0.430000	0.320000	0.120000	0.650000	4
0.610000	0.330000	0.360000	0.280000	0.280000	2
0.510000	0.400000	0.400000	0.590000	0.230000	2
0.830000	0.440000	0.490000	0.910000	0.660000	3
0.660000	0.380000	0.550000	0.150000	0.620000	4
0.580000	0.350000	0.510000	0.270000	0.300000	2
0.523000	0.410000	0.550000	0.600000	0.220000	2
0.660000	0.360000	0.560000	0.400000	0.830000	3
0.620000	0.370000	0.810000	0.130000	0.640000	4
0.520000	0.440000	0.820000	0.300000	0.520000	4
0.500000	0.400000	0.730000	0.620000	0.200000	2
0.710000	0.460000	0.950000	0.780000	0.860000	3
0.640000	0.550000	0.150000	0.180000	0.630000	4
0.520000	0.850000	0.060000	0.270000	0.250000	2
0.620000	0.620000	0.240000	0.650000	0.250000	4
0.910000	0.580000	0.260000	0.890000	0.880000	3
0.620000	0.670000	0.390000	0.100000	0.660000	4
0.580000	0.580000	0.310000	0.290000	0.290000	2
0.890000	0.680000	0.490000	0.650000	0.900000	3
0.720000	0.600000	0.450000	0.790000	0.450000	4
0.680000	0.630000	0.650000	0.090000	0.660000	4
0.560000	0.600000	0.600000	0.310000	0.500000	4
0.540000	0.510000	0.550000	0.640000	0.190000	2
0.610000	0.780000	0.690000	0.920000	0.580000	3
0.780000	0.610000	0.710000	0.190000	0.600000	4
0.540000	0.820000	0.710000	0.290000	0.770000	3
0.500000	0.750000	0.810000	0.610000	0.260000	4
0.660000	0.900000	0.760000	0.870000	0.740000	3
0.000000	0.100000	0.500000	0.260000	0.050000	1
0.050000	0.050000	0.550000	0.600000	0.140000	2
0.080000	0.180000	0.630000	0.600000	0.850000	3
0.200000	0.200000	0.680000	0.670000	0.850000	3
0.220000	0.220000	0.900000	0.300000	0.900000	3
0.140000	0.140000	0.700000	0.500000	0.300000	2
0.160000	0.160000	0.800000	0.500000	0.500000	4
0.120000	0.120000	0.750000	0.680000	0.150000	2
0.200000	0.200000	0.880000	0.770000	0.800000	3
0.160000	0.250000	0.010000	0.100000	0.070000	1
0.110000	0.290000	0.200000	0.050000	0.660000	4
0.180000	0.260000	0.050000	0.400000	0.040000	1
0.210000	0.320000	0.250000	0.500000	0.800000	3
0.130000	0.280000	0.180000	0.750000	0.320000	4
0.230000	0.290000	0.450000	0.180000	0.880000	3
0.100000	0.270000	0.350000	0.450000	0.050000	1
0.220000	0.310000	0.420000	0.880000	0.800000	3
0.000000	0.250000	0.500000	0.090000	0.070000	1
0.050000	0.290000	0.580000	0.140000	0.320000	2
0.100000	0.300000	0.580000	0.280000	0.550000	4
0.200000	0.320000	0.650000	0.310000	0.890000	3
0.190000	0.280000	0.570000	0.580000	0.170000	2
0.110000	0.260000	0.560000	0.680000	0.270000	2
0.120000	0.280000	0.700000	0.160000	0.320000	2
0.180000	0.290000	0.780000	0.150000	0.610000	4
0.200000	0.250000	0.700000	0.250000	0.030000	1
0.160000	0.280000	0.720000	0.270000	0.320000	2
0.110000	0.300000	0.790000	0.800000	0.320000	4
0.180000	0.310000	0.810000	0.700000	0.400000	4
0.100000	0.330000	0.020000	0.000000	0.250000	1
0.180000	0.370000	0.110000	0.280000	0.300000	2
0.130000	0.400000	0.170000	0.250000	0.380000	2
0.110000	0.420000	0.380000	0.820000	0.310000	4
0.220000	0.480000	0.470000	0.780000	0.810000	3
0.140000	0.380000	0.590000	0.110000	0.320000	2
0.150000	0.420000	0.600000	0.150000	0.620000	4
0.090000	0.380000	0.540000	0.690000	0.210000	2
0.200000	0.490000	0.680000	0.760000	0.780000	3
0.120000	0.620000	0.210000	0.300000	0.590000	4
0.140000	0.650000	0.190000	0.260000	0.660000	4
0.160000	0.510000	0.090000	0.380000	0.100000	1
0.120000	0.560000	0.130000	0.480000	0.320000	2
0.200000	0.850000	0.240000	0.790000	0.850000	3
0.160000	0.520000	0.300000	0.090000	0.110000	1
0.210000	0.780000	0.420000	0.320000	0.840000	3
0.080000	0.560000	0.330000	0.400000	0.100000	1
0.140000	0.610000	0.390000	0.560000	0.560000	4
0.180000	0.700000	0.410000	0.670000	0.330000	4
0.220000	0.800000	0.440000	0.780000	0.880000	3
0.100000	0.600000	0.510000	0.100000	0.010000	1
0.150000	0.670000	0.560000	0.070000	0.660000	4
0.000000	0.620000	0.520000	0.260000	0.070000	1
0.110000	0.880000	0.670000	0.660000	0.890000	3
0.080000	0.560000	0.700000	0.140000	0.100000	1
0.210000	0.900000	0.900000	0.220000	0.920000	3
0.080000	0.580000	0.710000	0.270000	0.090000	1
0.130000	0.620000	0.770000	0.280000	0.310000	2
0.210000	0.880000	0.870000	0.560000	0.950000	3
0.220000	0.860000	0.830000	0.890000	0.650000	3
0.200000	0.780000	0.910000	0.820000	0.850000	3
0.250000	0.000000	0.100000	0.120000	0.370000	2
0.290000	0.100000	0.170000	0.740000	0.520000	4
0.300000	0.180000	0.230000	0.900000	0.840000	3
0.320000	0.020000	0.340000	0.130000	0.310000	2
0.280000	0.120000	0.380000	0.170000	0.600000	4
0.260000	0.090000	0.330000	0.280000	0.320000	2
0.280000	0.160000	0.410000	0.510000	0.560000	4
0.260000	0.120000	0.340000	0.680000	0.290000	2
0.310000	0.200000	0.460000	0.780000	0.830000	3
0.250000	0.050000	0.530000	0.100000	0.120000	1
0.320000	0.150000	0.660000	0.240000	0.820000	3
0.280000	0.080000	0.520000	0.250000	0.080000	1
0.330000	0.200000	0.640000	0.590000	0.940000	3
0.310000	0.150000	0.580000	0.760000	0.520000	4
0.280000	0.060000	0.700000	0.270000	0.320000	2
0.300000	0.160000	0.890000	0.320000	0.950000	3
0.270000	0.030000	0.760000	0.590000	0.230000	2
0.320000	0.200000	0.840000	0.810000	0.800000	3
0.310000	0.320000	0.290000	0.310000	0.960000	3
0.280000	0.290000	0.190000	0.370000	0.580000	4
0.320000	0.310000	0.260000	0.830000	0.770000	3
0.250000	0.280000	0.300000	0.001000	0.250000	1
0.260000	0.260000	0.310000	0.260000	0.130000	1
0.270000	0.290000	0.340000	0.280000	0.320000	2
0.280000	0.280000	0.380000	0.290000	0.620000	4
0.260000	0.260000	0.350000	0.620000	0.240000	2
0.300000	0.320000	0.430000	0.870000	0.830000	3
0.250000	0.260000	0.510000	0.040000	0.130000	1
0.280000	0.270000	0.560000	0.140000	0.310000	2
0.310000	0.320000	0.690000	0.300000	0.980000	3
0.280000	0.290000	0.570000	0.600000	0.270000	2
0.270000	0.280000	0.590000	0.690000	0.260000	4
0.250000	0.280000	0.770000	0.110000	0.310000	2
0.250000	0.540000	0.310000	0.250000	0.080000	1
0.290000	0.660000	0.350000	0.280000	0.310000	2
0.290000	0.740000	0.390000	0.410000	0.540000	4
0.310000	0.820000	0.470000	0.400000	0.990000	3
0.280000	0.550000	0.380000	0.900000	0.220000	2
0.330000	0.040000	0.020000	0.120000	0.110000	1
0.370000	0.090000	0.100000	0.130000	0.320000	2
0.400000	0.150000	0.160000	0.300000	0.580000	4
0.370000	0.070000	0.100000	0.410000	0.300000	2
0.410000	0.110000	0.210000	0.440000	0.570000	4
0.420000	0.130000	0.150000	0.940000	0.300000	4
0.410000	0.040000	0.330000	0.260000	0.120000	1
0.380000	0.090000	0.370000	0.280000	0.320000	2
0.420000	0.290000	0.140000	0.030000	0.680000	4
0.400000	0.300000	0.180000	0.290000	0.590000	4
0.380000	0.330000	0.100000	0.070000	0.400000	2
0.470000	0.470000	0.250000	0.960000	0.610000	3
0.410000	0.370000	0.790000	0.120000	0.320000	2
0.420000	0.390000	0.780000	0.320000	0.200000	2
0.360000	0.520000	0.070000	0.100000	0.150000	1
0.400000	0.590000	0.770000	0.990000	0.240000	4
0.430000	0.650000	0.760000	0.940000	0.290000	4
0.600000	0.080000	0.130000	0.140000	0.320000	2
0.800000	0.240000	0.230000	0.290000	0.980000	3
0.650000	0.090000	0.160000	0.490000	0.310000	2
0.680000	0.160000	0.200000	0.590000	0.600000	4
0.750000	0.220000	0.240000	0.960000	0.620000	3
0.870000	0.230000	0.250000	0.850000	0.800000	3
0.520000	0.080000	0.330000	0.070000	0.090000	1
0.620000	0.120000	0.360000	0.360000	0.320000	2
0.680000	0.150000	0.580000	0.350000	0.600000	4
0.540000	0.250000	0.070000	0.090000	0.110000	1
0.900000	0.310000	0.240000	0.300000	0.970000	3
0.560000	0.270000	0.110000	0.590000	0.220000	2
0.850000	0.320000	0.220000	0.870000	0.790000	3
0.520000	0.280000	0.320000	0.100000	0.100000	1
0.780000	0.470000	0.240000	0.300000	0.930000	3
0.560000	0.350000	0.100000	0.620000	0.230000	2
0.610000	0.380000	0.090000	0.380000	0.300000	2
0.780000	0.470000	0.290000	0.980000	0.590000	3
0.580000	0.400000	0.320000	0.220000	0.240000	2
0.680000	0.430000	0.600000	0.470000	0.550000	4
0.570000	0.370000	0.750000	0.270000	0.320000	2
0.620000	0.560000	0.110000	0.240000	0.220000	2
0.640000	0.580000	0.140000	0.320000	0.210000	2
0.640000	0.590000	0.120000	0.580000	0.240000	2
0.680000	0.610000	0.340000	0.310000	0.230000	2
0.900000	0.780000	0.620000	0.320000	0.890000	3
0.850000	0.820000	0.660000	0.830000	0.830000	3
0.560000	0.600000	0.770000	0.130000	0.320000	2
0.660000	0.680000	0.810000	0.570000	0.570000	4
0.680000	0.640000	0.790000	0.970000	0.240000	4
